,Prompt,Response
302,"A simple series circuit with a battery, fixed resistor, NTC thermistor, and ammeter. Arrows show: Temperature ↓ → R_thermistor ↑ → R_total ↑ → I ↓.","\begin{circuitikz}[scale=1.0]
  % Circuit components
  \draw (0,0) to [battery, l=Battery] (2,0)
        to [R, l=Fixed Resistor] (4,0)
        to [tgeneric, l=NTC] (6,0)
        to [ammeter, l=A] (8,0)
        to [short] (8,-2) -- (0,-2) 
        to [short] (0,0);
  
  % Causal chain
  \node (temp) at (2,-3) {Temperature $\downarrow$};
  \node (rtherm) at (4,-3) {$R_{thermistor} \uparrow$};
  \node (rtotal) at (6,-3) {$R_{total} \uparrow$};
  \node (current) at (8,-3) {$I \downarrow$};
  
  % Arrows for causal chain
  \draw[-latex] (temp.east) -- (rtherm.west);
  \draw[-latex] (rtherm.east) -- (rtotal.west);
  \draw[-latex] (rtotal.east) -- (current.west);
\end{circuitikz}"
303,"A simple circuit with a battery labeled ""e.m.f. = ?"", an ammeter showing ""0.40 A"", and a resistor. Arrows show charge flow. Energy = 48 J is written beside the battery.","\begin{circuitikz}[american]
    \draw (0,0) to [battery1, invert, l_=e.m.f. = ?] (0,2);
    \draw (0,2) to [ammeter, l_=0.40 A] (2,2);
    \draw (2,2) to [resistor] (2,0);
    \draw (2,0) to (0,0);
    
    \draw[->, thick] (-0.3,0.5) -- (-0.3,1.5);    % Left arrow
    \draw[->, thick] (0.5,2.2) -- (1.5,2.2);      % Top arrow
    \draw[->, thick] (2.3,1.5) -- (2.3,0.5);      % Right arrow
    \draw[->, thick] (1.5,-0.2) -- (0.5,-0.2);    % Bottom arrow
    
    \node[left] at (-1,1) {Energy = 48 J};
\end{circuitikz}"
304,Sketch of 4 wires connected between P and Q in a simple circuit with a battery. Wire C is shown as the shortest and thickest. Arrows show larger current flow in C compared to thinner/longer wires.,"\begin{tikzpicture}[>=Stealth]
    % Battery and main wires
    \draw (0,0) to [battery1, l=$\varepsilon$] (0,-3);
    \draw (0,0) -- (2,0) node[above] {P};
    \draw (0,-3) -- (2,-3) node[below] {Q};
    
    % Wire C (shortest, thickest)
    \draw[line width=3pt] (2,0) -- (2,-3);
    \draw[->, line width=2.5pt, blue] (2,-1.5) -- (2,-2) node[midway, right] {C};
    
    % Wire 1 (thin, longer - top right detour)
    \draw (2,0) -- (3.5,-1) -- (2,-3);
    \draw[->, thin] (2.6,-0.3) -- (2.8,-0.5);
    
    % Wire 2 (thin, longer - bottom left detour)
    \draw (2,0) -- (0.5,-2) -- (2,-3);
    \draw[->, thin] (1.4,-0.7) -- (1.2,-0.9);
    
    % Wire 3 (thin, longer - extended path)
    \draw (2,0) -- (4,-0.5) -- (4,-2.5) -- (2,-3);
    \draw[->, thin] (2.8,-0.1) -- (3.0,-0.2);
\end{tikzpicture}"
305,Metal lattice with fixed positive ions and free electrons drifting toward the positive terminal of a battery,"\begin{tikzpicture}
    % Draw metal lattice rectangle
    \draw (0,0) rectangle (4,2);
    \node[below] at (2,0) {metal lattice};

    % Draw fixed positive ions
    \foreach \x in {0.5,1.5,2.5,3.5} {
        \foreach \y in {0.5,1.5} {
            \node at (\x,\y) {$+$};
        }
    }

    % Draw free electrons with drift arrows
    \foreach \x in {0.7,1.7,2.7,3.7} {
        \foreach \y in {0.7,1.3} {
            \fill[black] (\x,\y) circle (1.5pt);
            \draw[->, >=Stealth, thick] (\x,\y) -- ++(0.5,0);
        }
    }

    % Draw wires
    \draw (0,1) -- (-1,1); % Left wire
    \draw (4,1) -- (5,1);  % Right wire

    % Draw negative terminal
    \draw (-1,0.9) -- (-1,1.1);
    \node[above] at (-1,1.1) {$-$};

    % Draw positive terminal
    \draw (5,0.8) -- (5,1.2);
    \node[above] at (5,1.2) {$+$};
    \node[above] at (5,1.4) {positive terminal};
\end{tikzpicture}"
306,A steel rod moving left-to-right through a solenoid coil. Arrows inside the coil show the magnetic field rapidly flipping direction. Domains in the rod are shown as small arrows becoming randomly oriented.,"\begin{tikzpicture}[>=latex]
    % Draw the steel rod
    \draw[fill=lightgray!50] (-4,-0.5) rectangle (4,0.5);
    
    % Draw random magnetic domains (small arrows) inside the rod
    \foreach \i in {1,...,50} {
        \pgfmathsetmacro{\x}{-3.8 + 7.6*rnd}
        \pgfmathsetmacro{\y}{-0.4 + 0.8*rnd}
        \pgfmathsetmacro{\angle}{360*rnd}
        \draw[->, thick] (\x,\y) -- ++(\angle:0.15);
    }
    
    % Draw solenoid coil
    \draw[thick] (-3,0.7) -- (-2.5,0.7);
    \foreach \i in {0,...,7} {
        \pgfmathsetmacro{\x}{-2.5 + \i*0.7}
        \draw (\x,0.7) arc (90:-90:0.2 and 0.7);
    }
    \draw[thick] (2.5, -0.7) -- (3,-0.7);
    \draw[thick] (-3,-0.7) -- (-2.5,-0.7);
    \foreach \i in {0,...,7} {
        \pgfmathsetmacro{\x}{-2.5 + \i*0.7 + 0.35}
        \draw (\x,-0.7) arc (-90:90:0.2 and 0.7);
    }
    \draw[thick] (2.5,0.7) -- (3,0.7);
    
    % Draw flipping magnetic field arrows inside solenoid
    \foreach \i in {0,...,3} {
        \pgfmathsetmacro{\x}{-1.5 + \i}
        \draw[->, thick, red] (\x,1.2) -- ++(0.7,0);
        \draw[<-, thick, blue] (\x,-1.2) -- ++(0.7,0);
    }
    
    % Draw motion arrow
    \draw[->, ultra thick] (-3.5,1.5) -- (-1.5,1.5) node[midway, above] {Motion};
\end{tikzpicture}"
309,A ray in glass hits the boundary at an angle. A strong refracted ray bends into the air. A weak reflected ray should be shown in the glass at an equal angle to the incident ray but is absent.,"\begin{tikzpicture}[>=Stealth]
  % Draw the interface
  \draw (-2,0) -- (2,0);
  % Label the media
  \node[above] at (0,0.5) {air};
  \node[below] at (0,-0.5) {glass};
  % Draw the normal (dashed)
  \draw[dashed] (0,-3) -- (0,1.5);
  % Draw the incident ray
  \draw[->] (-1.5, -2.598) -- (0,0);
  % Draw the refracted ray
  \draw[->] (0,0) -- (1.5,1.2585);
  % Draw incident angle arc (30°)
  \draw (0,0) ++(270:0.5) arc (270:240:0.5);
  % Draw refracted angle arc (50°)
  \draw (0,0) ++(90:0.5) arc (90:40:0.5);
\end{tikzpicture}"
310,"Wavefronts approach the barrier at an angle. After 'reflection', the wavefronts continue in a straight line, passing through the barrier as if it wasn't there.","\begin{tikzpicture}
  \def\angle{30}
  \def\separation{1}
  \pgfmathsetmacro{\d}{\separation / sin(\angle)}
  \pgfmathsetmacro{\cotAngle}{1/tan(\angle)}
  \def\xmin{-3}
  \def\xmax{3}
  \def\ymin{-4.5}
  \def\ymax{4.5}

  \foreach \i in {-2,-1,0,1,2} {
    \pgfmathsetmacro{\ybar}{\d * \i}
    \pgfmathsetmacro{\yleft}{\ybar + (-\xmin) * \cotAngle}
    \pgfmathsetmacro{\yright}{\ybar - \xmax * \cotAngle}
    \draw[dashed] (\xmin, \yleft) -- (0, \ybar);
    \draw (0, \ybar) -- (\xmax, \yright);
  }

  \draw[line width=2pt] (0,\ymin) -- (0,\ymax);
  \useasboundingbox (\xmin,\ymin) rectangle (\xmax,\ymax);
\end{tikzpicture}"
311,"Wavefronts approach the barrier at an angle. After 'reflection', the wavefronts are bent sharply *towards* the barrier, almost parallel to it but angled slightly differently than the incoming wavefronts. The spacing might also appear altered.","\begin{tikzpicture}
  % Draw barrier
  \draw[thick] (0,-3) -- (0,3);
  
  % Draw incident wavefronts (angled at 60 degrees to barrier)
  \foreach \y in {0,-1,-2} {
    \pgfmathsetmacro{\hitY}{\y + 3 * tan(30)}
    \draw[dashed] (-3,\y) -- (0,\hitY);
  }
  
  % Draw reflected wavefronts (bent sharply towards barrier, 5 degrees to barrier)
  \foreach \y in {0,-1,-2} {
    \pgfmathsetmacro{\hitY}{\y + 3 * tan(30)}
    \draw[dashed] (0,\hitY) -- ++({-0.5*sin(5)}, {-0.5*cos(5)});
  }
\end{tikzpicture}"
312,"Wavefronts approach the barrier at an angle. After 'reflection', the wavefronts travel *parallel* to the barrier.","\begin{tikzpicture}
  % Draw barrier
  \draw[thick] (0,0) -- (5,0);

  % Draw incident wavefronts (angled)
  \draw[dashed] (1.5,2.5) -- (3.5,4.5);
  \draw[dashed] (2.0,2.0) -- (4.0,4.0);
  \draw[dashed] (2.5,1.5) -- (4.5,3.5);

  % Draw incident direction arrows
  \draw[-Stealth] (2.5,3.5) -- + (0.5,-0.5);
  \draw[-Stealth] (3.0,3.0) -- + (0.5,-0.5);
  \draw[-Stealth] (3.5,2.5) -- + (0.5,-0.5);

  % Draw reflected wavefronts (parallel to barrier)
  \draw[dashed] (0.5,1.0) -- (4.5,1.0);
  \draw[dashed] (0.5,1.5) -- (4.5,1.5);
  \draw[dashed] (0.5,2.0) -- (4.5,2.0);

  % Draw reflected direction arrows
  \draw[-Stealth] (1.0,1.0) -- + (0.5,0);
  \draw[-Stealth] (1.0,1.5) -- + (0.5,0);
  \draw[-Stealth] (1.0,2.0) -- + (0.5,0);
\end{tikzpicture}"
313,"Simple sketch showing a beaker of water with an immersion heater. Arrows labelled ""60,000 J"" point to the heater. Thermometers show 20°C and 80°C. An equation box shows: Thermal Capacity = 60,000 J / 60 °C = 1000 J/°C","\begin{tikzpicture}[scale=0.8]
    % Beaker
    \draw[thick] (0,0) -- (0,4) -- (0.5,4.5) -- (3.5,4.5) -- (4,4) -- (4,0) -- cycle;
    \draw[thick] (0.5,4.5) -- (3.5,4.5);

    % Water surface
    \draw[blue!40, line width=2pt] (0.5,3.8) -- (3.5,3.8);

    % Immersion heater (resistor)
    \draw (2,1.5) to[R, l={\footnotesize Heater}, *-*] (2,3);

    % Energy arrow
    \draw[-latex, ultra thick, red] (0.5,2.5) -- (1.8,2.5) 
        node[midway, above] {\textbf{60,000 J}};

    % Thermometer 1 (20°C)
    \draw (1,0.5) circle (0.2);
    \draw (0.8,0.7) rectangle (1.2,3);
    \fill[red] (0.9,0.7) rectangle (1.1,1.2);
    \node at (1,3.3) {20°C};

    % Thermometer 2 (80°C)
    \draw (3,0.5) circle (0.2);
    \draw (2.8,0.7) rectangle (3.2,3);
    \fill[red] (2.9,0.7) rectangle (3.1,2.5);
    \node at (3,3.3) {80°C};

    % Equation box
    \node[draw, thick, rectangle, fill=yellow!10, minimum width=7cm, minimum height=1.2cm] at (2,-2) 
        {\large Thermal Capacity = 60,000 J / 60 °C = 1000 J/°C};
\end{tikzpicture}"
314,"A graph showing two identical decay curves for the same isotope at different temperatures, proving half-life is constant.","\documentclass[tikz,border=3.14mm]{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=1.18}
\usetikzlibrary{arrows.meta}

\begin{document}
\begin{tikzpicture}
  \begin{axis}[
    axis lines = left,
    xlabel = {Time},
    ylabel = {Number of Nuclei},
    xmin = 0, xmax = 8,
    ymin = 0, ymax = 4.5,
    xtick = {0,2,4,6,8},
    ytick = {0,1,2,3,4},
    grid = both,
    grid style = {dashed, gray!30},
    width = 12cm,
    height = 8cm,
    legend style = {at={(0.97,0.97)}, anchor=north east}
  ]
  
  % Draw decay curve for first temperature
  \addplot [
    domain = 0:8,
    samples = 100,
    blue,
    thick,
    solid
  ] {4 * exp(-ln(2)*x/2)};
  \addlegendentry{Temperature $T_1$}
  
  % Draw identical decay curve for second temperature
  \addplot [
    domain = 0:8,
    samples = 100,
    red,
    thick,
    dashed
  ] {4 * exp(-ln(2)*x/2)};
  \addlegendentry{Temperature $T_2$}
  
  % Mark half-life point
  \draw[dashed, black] (axis cs:2,0) -- (axis cs:2,2) -- (axis cs:0,2);
  \node[fill=white, inner sep=1pt] at (axis cs:2,0) [below] {$t_{1/2}$};
  \node[fill=white, inner sep=1pt] at (axis cs:0,2) [left] {$N_0/2$};
  
  \end{axis}
\end{tikzpicture}
\end{document}"
315,"**  
*Sealed glass flask with trapped air above mercury. Arrows show:*  
- *Heat applied → air particles vibrating more vigorously.*  
- *Expanding air pushing down on mercury surface.*  
- *Mercury column rising in tube due to pressure.*  
**","\begin{tikzpicture}[scale=0.8]
    % Flask outline
    \draw[thick] (0,0) circle [radius=1cm];
    \draw[thick] (-0.3,1) -- (-0.3,4);
    \draw[thick] (0.3,1) -- (0.3,4);
    \draw[thick] (-0.3,4) -- (0.3,4);

    % Mercury fill
    \begin{scope}
        \clip (0,0) circle [radius=1cm];
        \fill[gray!30] (-1,-1) rectangle (1,0.5);
    \end{scope}
    \fill[gray!30] (-0.3,0.5) rectangle (0.3,1);
    \fill[gray!30] (-0.3,1) rectangle (0.3,2.5);

    % Air molecules with vibration arrows
    \foreach \x in {-0.5,0,0.5} {
        \fill (\x,0.75) circle (2pt);
        \draw[<->,>=stealth] (\x-0.3,0.75) -- (\x+0.3,0.75);
        \draw[<->,>=stealth] (\x,0.45) -- (\x,1.05);
    }
    \foreach \y in {3,3.5} {
        \fill (0,\y) circle (2pt);
        \draw[<->,>=stealth] (-0.3,\y) -- (0.3,\y);
        \draw[<->,>=stealth] (0,\y-0.3) -- (0,\y+0.3);
    }

    % Heat application arrow
    \draw[->,>=stealth,decorate,decoration={snake,amplitude=3pt,segment length=6pt},red,thick] (-2,0) -- (-0.8,0) 
        node[midway,above,black] {Heat};

    % Air expansion arrow
    \draw[->,>=stealth,blue,thick] (0,3.5) -- (0,2.5) 
        node[midway,right,black] {Expanding air pushing down};

    % Mercury rise arrow
    \draw[->,>=stealth,green!50!black,thick] (0,1.8) -- (0,2.5) 
        node[midway,right,black] {Mercury rising};

    % Labels
    \node at (0,3.75) {Trapped air};
    \node at (0,1.7) {Mercury};
\end{tikzpicture}"
316,"An irregular zig-zag path with sudden, random changes in direction","\begin{tikzpicture}
    \draw[thick] (0,0) -- (0.4,0.7) -- (1.1,-0.2) -- (1.6,0.5) -- (2.3,-0.6) 
    -- (3.1,0.3) -- (3.7,-0.4) -- (4.2,0.8) -- (4.9,-0.1) -- (5.5,0.4);
\end{tikzpicture}"
317,"Smooth, straight arrows","\documentclass[tikz]{standalone}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{tikzpicture}[>={Stealth[inset=0pt, length=4pt, angle'=30]}]
    \draw[->, thick] (0,0) -- (3,0) node[above] {};
    \draw[->, thick] (0,0) -- (0,3) node[right] {};
    \draw[->, thick] (0,0) -- (2.12,2.12) node[above right] {};
\end{tikzpicture}
\end{document}"
318,"Gentle, continuous curves","\begin{tikzpicture}
  \draw[domain=-1.5:1.5, smooth, samples=100, thick] plot (\x, {sin(\x*120)});
  \draw[domain=-1.5:1.5, smooth, samples=100, thick] plot (\x, {cos(\x*120) - 1.5});
\end{tikzpicture}"
319,"Regular, repeating swings like a pendulum","\begin{tikzpicture}[>=latex]
    % Pendulum support
    \draw[thick] (-1,0) -- (1,0);
    \fill (0,0) circle (1.5pt);
    
    % Pendulum string and bob
    \draw (0,0) -- (30:3cm);
    \draw[fill=white] (30:3cm) circle (4pt);
    
    % Equilibrium position line
    \draw[dashed] (0,0) -- (0,-3);
    
    % Angle arc
    \draw (0,-0.7) arc (270:300:0.7) node[midway,anchor=north] {$\theta$};
\end{tikzpicture}"
320,Two staircases with identical heights but different lengths. The gravitational potential energy gained is the same for both.,"\usetikzlibrary{decorations.pathreplacing}
\begin{tikzpicture}[scale=0.6]
  % Left staircase (shorter base)
  \draw (0,0) -- (2,0) -- (2,1) -- (4,1) -- (4,2) -- (6,2) -- (6,3);
  \node[below] at (0,0) {Bottom};
  \node[above] at (6,3) {Top};

  % Right staircase (longer base)
  \draw (8,0) -- (11,0) -- (11,1) -- (14,1) -- (14,2) -- (17,2) -- (17,3);
  \node[below] at (8,0) {Bottom};
  \node[above] at (17,3) {Top};

  % Height braces (same for both)
  \draw[decorate, decoration={brace, amplitude=5pt}] (6.5,0) -- (6.5,3) node[midway, right=4pt] {$h$};
  \draw[decorate, decoration={brace, amplitude=5pt}] (17.5,0) -- (17.5,3) node[midway, right=4pt] {$h$};

  % Base length braces (different)
  \draw[decorate, decoration={brace, amplitude=5pt, mirror}] (0,-0.5) -- (6,-0.5) node[midway, below=4pt] {$d_1$};
  \draw[decorate, decoration={brace, amplitude=5pt, mirror}] (8,-0.5) -- (17,-0.5) node[midway, below=4pt] {$d_2$};
\end{tikzpicture}"
321,"Energy flow for each lamp. Filament lamp: 150J/s input → 15J/s light, 135J/s heat. CFL: 40J/s input → 12J/s light, 28J/s heat.","\begin{tikzpicture}[>=Stealth, thick]
    % Filament lamp diagram
    \node[draw, rectangle, minimum width=2cm, minimum height=1.5cm, align=center] (filament) at (0,0) {Filament\\Lamp};
    \draw[->] ([xshift=-2cm]filament.west) -- (filament.west) node[midway, above] {150 J/s input};
    \draw[->] (filament.north) -- ++(0,1.5) node[midway, right] {15 J/s light};
    \draw[->] (filament.south) -- ++(0,-1.5) node[midway, right] {135 J/s heat};
    
    % CFL diagram
    \node[draw, rectangle, minimum width=2cm, minimum height=1.5cm] (cfl) at (5,0) {CFL};
    \draw[->] ([xshift=-2cm]cfl.west) -- (cfl.west) node[midway, above] {40 J/s input};
    \draw[->] (cfl.north) -- ++(0,1.5) node[midway, right] {12 J/s light};
    \draw[->] (cfl.south) -- ++(0,-1.5) node[midway, right] {28 J/s heat};
\end{tikzpicture}"
322,"A parallelogram of forces. Two vectors labeled ""10 N"" start from point O at a 51° angle. The parallelogram is completed with dashed lines, and the diagonal from O is labeled ""Resultant = 18 N"".","\documentclass[tikz,border=3.14mm]{standalone}
\usetikzlibrary{arrows.meta}
\usepackage{amsmath}

\begin{document}
\begin{tikzpicture}[>=Stealth, scale=1]
    % Define coordinates
    \coordinate (O) at (0,0);
    \coordinate (A) at (10,0);
    \coordinate (B) at (51:10);
    \coordinate (C) at ($(A)+(B)$);
    
    % Draw parallelogram with dashed lines
    \draw[dashed] (A) -- (C) node[midway, below right] {};
    \draw[dashed] (B) -- (C) node[midway, above right] {};
    
    % Draw vectors from O
    \draw[->, thick] (O) -- (A) node[midway, below] {10 N};
    \draw[->, thick] (O) -- (B) node[midway, above left] {10 N};
    
    % Draw resultant vector
    \draw[->, ultra thick] (O) -- (C) node[midway, above left] {Resultant = 18 N};
    
    % Mark angle at O
    \draw (0.75,0) arc (0:51:0.75);
    \node at (25:1) {$51^\circ$};
    
    % Label point O
    \node[below left] at (O) {O};
\end{tikzpicture}
\end{document}"
323,"Sketch a falling ball. Draw two vertical arrows: a long downward arrow labeled ""Weight = mg"" and a shorter upward arrow labeled ""Air resistance"". As the ball gains speed, make the air resistance arrow longer in subsequent sketches, showing the upward force increasing.","\begin{tikzpicture}[>=Latex]
  % Stage 1: Initial fall (small air resistance)
  \coordinate (c1) at (0,0);
  \draw (c1) circle (0.3cm);
  \draw[->, thick] (c1) -- ++(0,-2); % Weight arrow
  \node[anchor=west] at ([xshift=0.5cm, yshift=-1cm]c1) {Weight = mg};
  \draw[->, thick] (c1) -- ++(0,0.5); % Air resistance arrow
  \node[anchor=west] at ([xshift=0.5cm, yshift=0.25cm]c1) {Air resistance};

  % Stage 2: Intermediate speed (medium air resistance)
  \coordinate (c2) at (3,0);
  \draw (c2) circle (0.3cm);
  \draw[->, thick] (c2) -- ++(0,-2);
  \node[anchor=west] at ([xshift=0.5cm, yshift=-1cm]c2) {Weight = mg};
  \draw[->, thick] (c2) -- ++(0,1.5);
  \node[anchor=west] at ([xshift=0.5cm, yshift=0.75cm]c2) {Air resistance};

  % Stage 3: Terminal velocity (air resistance equals weight)
  \coordinate (c3) at (6,0);
  \draw (c3) circle (0.3cm);
  \draw[->, thick] (c3) -- ++(0,-2);
  \node[anchor=west] at ([xshift=0.5cm, yshift=-1cm]c3) {Weight = mg};
  \draw[->, thick] (c3) -- ++(0,2);
  \node[anchor=west] at ([xshift=0.5cm, yshift=1cm]c3) {Air resistance};
\end{tikzpicture}"
324,"A vertical spring attached to a fixed support at the top. A metal object hangs from the bottom. A downward arrow labeled ""weight"" acts on the metal. The spring is elongated, showing tension.","\documentclass{standalone}
\usepackage{tikz}
\usepackage{circuitikz}

\begin{document}
\begin{tikzpicture}[scale=0.8]
    % Fixed support
    \fill [pattern=north east lines] (-1.5,0) rectangle (1.5,0.3);
    \draw[thick] (-1.5,0) -- (1.5,0);
    
    % Spring (elongated)
    \draw (0,0) to[spring, l_={}, looseness=1.2] (0,-3);
    
    % Metal object
    \draw[thick, fill=gray!30] (-0.7,-3.3) rectangle (0.7,-4);
    
    % Weight vector
    \draw[-stealth, line width=1.2pt] (0,-4) -- (0,-5.5) 
        node[right, midway] {weight};
\end{tikzpicture}
\end{document}"
