Prompt,Response
Particles in ice closely packed in fixed positions; particles in water closer but able to slide past each other.,"```latex
\documentclass[tikz,border=10pt]{standalone}
\usetikzlibrary{decorations.pathmorphing}
\begin{document}
\begin{tikzpicture}
  % Ice (hexagonal lattice)
  \begin{scope}[local bounding box=ice]
    % Particles
    \foreach \y in {0,1.732} {
      \foreach \x in {0,1,2} {
        \node[circle, fill=black, inner sep=1.5pt] at (\x,\y) {};
      }
    }
    \foreach \x in {0.5,1.5,2.5} {
      \node[circle, fill=black, inner sep=1.5pt] at (\x,0.866) {};
    }
    % Bonds
    \draw[dashed] (0,0) -- (1,0) -- (2,0);
    \draw[dashed] (0.5,0.866) -- (1.5,0.866) -- (2.5,0.866);
    \draw[dashed] (0,1.732) -- (1,1.732) -- (2,1.732);
    \draw[dashed] (0,0) -- (0.5,0.866);
    \draw[dashed] (1,0) -- (0.5,0.866) -- (1,1.732);
    \draw[dashed] (1,0) -- (1.5,0.866) -- (1,1.732);
    \draw[dashed] (2,0) -- (1.5,0.866) -- (2,1.732);
    \draw[dashed] (2,0) -- (2.5,0.866) -- (2,1.732);
    % Label
    \node[below] at (1.25,-0.5) {Ice};
  \end{scope}

  % Water (random arrangement with movement)
  \begin{scope}[xshift=4cm, local bounding box=water]
    % Particles
    \node[circle, fill=black, inner sep=1.5pt] at (0.5,0.5) {};
    \node[circle, fill=black, inner sep=1.5pt] at (0.8,0.7) {};
    \node[circle, fill=black, inner sep=1.5pt] at (1.1,0.4) {};
    \node[circle, fill=black, inner sep=1.5pt] at (0.7,1.0) {};
    \node[circle, fill=black, inner sep=1.5pt] at (1.0,1.2) {};
    \node[circle, fill=black, inner sep=1.5pt] at (0.4,1.3) {};
    \node[circle, fill=black, inner sep=1.5pt] at (1.3,0.9) {};
    % Movement indicators
    \draw[decorate, decoration={snake, amplitude=0.5mm, segment length=2mm}, ->] (0.5,0.5) -- +(0.3,-0.1);
    \draw[decorate, decoration={snake, amplitude=0.5mm, segment length=2mm}, ->] (0.8,0.7) -- +(0.2,0.2);
    \draw[decorate, decoration={snake, amplitude=0.5mm, segment length=2mm}, ->] (1.0,1.2) -- +(-0.3,0.1);
    % Label
    \node[below] at (1.0,-0.5) {Water};
  \end{scope}
\end{tikzpicture}
\end{document}
```"
Particles in steam widely spaced with random motion; particles in water closer and more connected.,"```latex
\documentclass[tikz]{standalone}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{tikzpicture}[scale=0.8]

% Steam particles (left side)
\foreach \x/\y/\a in {
    0/0/30, 1.5/0.5/120, 0.5/1.5/250, 2/1.5/300,
    0.8/0.8/60, 2.5/0.2/180, 1.2/2/0, 0.3/0.4/330
}{
    \draw[fill=black] (\x,\y) circle (2pt);
    \draw[-{Latex[length=2mm]}, thick] (\x,\y) -- ++(\a:0.6);
}

% Water particles (right side, shifted by 4cm)
\foreach \x/\y in {
    4/0, 4.6/0.2, 5.2/0, 
    4/0.7, 4.6/0.6, 5.2/0.7,
    4.3/1.3, 4.9/1.3, 4.5/1.8, 5.1/1.7
}{
    \draw[fill=black] (\x,\y) circle (2pt);
}

% Water bonds
\draw[thick] (4,0) -- (4.6,0.2) -- (5.2,0) -- (5.2,0.7) -- (4.9,1.3) -- (5.1,1.7);
\draw[thick] (4,0) -- (4,0.7) -- (4.3,1.3) -- (4.9,1.3) -- (5.2,0.7);
\draw[thick] (4.6,0.2) -- (4.6,0.6) -- (4.9,1.3);
\draw[thick] (4.6,0.6) -- (5.2,0.7);
\draw[thick] (4.3,1.3) -- (4.5,1.8) -- (5.1,1.7);

% Labels
\node[below, align=center] at (1.25,-0.5) {\textbf{Steam}\\Widely spaced\\Random motion};
\node[below, align=center] at (4.6,-0.5) {\textbf{Water}\\Closer particles\\Connected};

\end{tikzpicture}
\end{document}
```"
"Simple sketch of Earth and Moon with a laser beam arrow going to the Moon and reflecting back. Label: ""Distance one-way = 380,000 km"", ""Total path = 760,000 km"".","```latex
\documentclass[tikz,border=3.14mm]{standalone}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{tikzpicture}
    % Outgoing laser beam
    \draw[->, >=Stealth, ultra thick, red] (0.4,0.3) -- (10,0.3) 
        node[midway, above] {Distance one-way = 380,000 km};
    % Reflected laser beam
    \draw[->, >=Stealth, ultra thick, red] (10,-0.3) -- (0.4,-0.3);
    % Earth
    \draw[fill=blue!30] (0,0) circle (0.5);
    \node[below] at (0, -0.5) {Earth};
    % Moon
    \draw[fill=gray!30] (10,0) circle (0.3);
    \node[below] at (10, -0.3) {Moon};
    % Total path label
    \node[below] at (5, -1.5) {Total path = 760,000 km};
\end{tikzpicture}
\end{document}
```"
"** *Electric fire with an arrow labeled ""infrared waves"" radiating outward from the glowing heating element.*","```latex
\begin{tikzpicture}
    \usetikzlibrary{decorations.pathmorphing}
    
    % Draw heating element (coil)
    \draw (0,0) to[cute inductor] (3,0);
    
    % Define infrared wave style
    \tikzset{infrared wave/.style={
        ->,
        thick,
        decorate,
        decoration={
            snake,
            amplitude=0.6mm,
            segment length=3mm
        }
    }}
    
    % Draw infrared waves radiating outward
    \draw[infrared wave] (1.5,0.2) -- ++(1.5,0.7) node[midway, above, sloped] {infrared waves};
    \draw[infrared wave] (1.5,0.1) -- ++(1.2,-0.6);
    \draw[infrared wave] (1.5,-0.1) -- ++(-1.2,0.6);
    \draw[infrared wave] (1.5,-0.2) -- ++(-1.5,-0.7);
    \draw[infrared wave] (1.5,0.3) -- ++(0.5,1.2);
    \draw[infrared wave] (1.5,-0.3) -- ++(0.5,-1.2);
\end{tikzpicture}
```"
A rectangular glass block with a light ray hitting its top surface at exactly 90°. The ray continues straight down into the block without bending.,"```tikz
\begin{tikzpicture}
  % Glass block
  \draw (0,0) rectangle (4,2);
  \node at (2,1) {Glass};
  
  % Light ray (normal incidence)
  \draw[red,->,line width=1pt] (2,3) -- (2,0.5);
\end{tikzpicture}
```"
"A straight barrier at the bottom. Incident wavefronts approach at an angle θ to the barrier. Reflected wavefronts leave at angle θ on the other side, symmetric to the incident wavefronts relative to the barrier.","```latex
\documentclass[tikz,border=3.14mm]{standalone}
\usepackage{tikz}
\usetikzlibrary{arrows.meta}

\begin{document}
\begin{tikzpicture}[>=Stealth, scale=1.5]
    % Draw barrier
    \draw[thick] (-3,0) -- (3,0) node[right] {Barrier};

    % Draw incident wavefronts (dashed, slope = tan(θ))
    \foreach \y in {1,2,3} {
        \draw[dashed, red] (-3, \y) -- (0, {\y + 3*tan(30)});
    }
    \node[red, above] at (-1.5, 2.5) {Incident wavefronts};

    % Draw reflected wavefronts (dashed, slope = -tan(θ))
    \foreach \y in {1,2,3} {
        \draw[dashed, blue] (0, \y) -- (3, {\y - 3*tan(30)});
    }
    \node[blue, above] at (1.5, 2.5) {Reflected wavefronts};

    % Draw direction arrows
    \draw[->, thick, red] (-1.5, 2) -- ++(30:0.7) node[midway, above left] {};
    \draw[->, thick, blue] (1.5, 2) -- ++(-30:0.7) node[midway, above right] {};

    % Draw angle indicators
    \draw (0.5,0) arc (0:30:0.5) node[midway, right] {$\theta$};
    \draw (0.5,0) arc (0:-30:0.5) node[midway, right] {$\theta$};
\end{tikzpicture}
\end{document}
```

**Note:** The code uses a fixed angle of 30 degrees for visualization. To use a variable angle θ in TikZ, define it in the preamble (e.g., `\def\theta{30}`) and replace `tan(30)` with `tan(\theta)`. The arrows indicate wave propagation directions perpendicular to the wavefronts."
"Left side shows hot air molecules far apart, labeled ""low density"". Right side shows cold air molecules close together, labeled ""high density"". An arrow points upward on the balloon, labeled ""upthrust > weight"".","```latex
\documentclass[tikz,border=3.14mm]{standalone}
\usetikzlibrary{shapes, arrows.meta}
\begin{document}
\begin{tikzpicture}[scale=1.2, every node/.style={font=\small}]

% Hot air molecules (left, low density)
\foreach \x/\y in {0.5/1.5, 1.2/0.8, 1.8/2.2, 2.5/1.0, 0.8/2.5, 2.0/0.5, 1.5/1.8} {
    \filldraw[red] (\x,\y) circle (2pt);
}
\node[below] at (1.5,0.3) {low density};

% Cold air molecules (right, high density)
\foreach \x/\y in {4.0/1.5, 4.3/1.8, 4.7/1.2, 5.1/1.6, 5.4/0.9, 5.8/1.4, 4.5/0.7, 5.0/2.1, 4.8/1.0, 5.5/1.9} {
    \filldraw[blue] (\x,\y) circle (2pt);
}
\node[below] at (4.8,0.3) {high density};

% Balloon
\node[draw,ellipse, minimum width=3cm, minimum height=2cm, fill=orange!30, opacity=0.8] (balloon) at (2.5,3.5) {};

% Upthrust arrow
\draw[-{Stealth[scale=1.2]}, ultra thick, green!50!black] (balloon.south) -- ++(0,1.5) 
    node[midway, right, align=left] {upthrust $>$ weight};

% Dashed separation line
\draw[dashed] (3.2,0) -- (3.2,4);

% Labels
\node[above] at (1.5,4) {Hot air};
\node[above] at (4.8,4) {Cold air};

\end{tikzpicture}
\end{document}
```"
"A simple thermometer scale showing 0 °C labelled ""Melting point of pure ice"" and 100 °C labelled ""Boiling point of pure water"".","```latex
\begin{tikzpicture}
    % Draw thermometer stem
    \draw[thick] (0,0) -- (0,5);
    
    % Draw 0°C mark and label
    \draw (-0.3,0) -- (0.3,0);
    \node[left] at (-0.3,0) {0 °C};
    \node[below, align=center] at (0,-0.8) {Melting point\\of pure ice};
    
    % Draw 100°C mark and label
    \draw (-0.3,5) -- (0.3,5);
    \node[left] at (-0.3,5) {100 °C};
    \node[above, align=center] at (0,5.8) {Boiling point\\of pure water};
\end{tikzpicture}
```"
Sketch of a sealed glass flask with a narrow glass tube attached. A short column of mercury is visible at the base of the tube. Arrows inside the flask represent air molecules moving faster after heating.,"```latex
\documentclass[tikz,border=3.14mm]{standalone}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{tikzpicture}[>=Latex]
    % Flask bulb (ellipse for perspective)
    \draw (0,0) ellipse (1.2cm and 1.5cm);
    
    % Narrow glass tube
    \draw (-0.15,1.5) -- (-0.15,4);
    \draw (0.15,1.5) -- (0.15,4);
    \draw (-0.15,4) -- (0.15,4); % Sealed top
    
    % Mercury column (base of tube)
    \fill[gray!40] (-0.15,1.65) rectangle (0.15,1.85);
    
    % Faster-moving air molecules (arrows in flask)
    \foreach \i in {1,...,12} {
        \pgfmathsetmacro{\x}{rand*0.9}
        \pgfmathsetmacro{\y}{rand*1.2}
        \pgfmathsetmacro{\a}{rand*15+10} % Length variation
        \pgfmathsetmacro{\d}{rand*360} % Direction
        \draw[->, thick, red] (\x,\y) -- ++(\d:\a/10);
    }
\end{tikzpicture}
\end{document}
```"
"A large container with sparse molecules and few arrows hitting the walls vs. a compressed container with the same number of molecules crowded together, showing many arrows hitting the walls. Caption: ""Volume decrease → molecules strike walls more frequently → pressure increases.""","```latex
\begin{tikzpicture}[>=Latex, scale=0.8]
    % Left container (large volume)
    \draw[thick] (0,0) rectangle (6,4);
    \node[above] at (3,4) {Large Volume};
    
    % Sparse molecules
    \foreach \x/\y in {1/1, 2/3, 4.5/1.2, 5/3.2, 3.5/2} {
        \fill (\x,\y) circle (0.1);
    }
    
    % Few collision arrows
    \foreach \x/\y/\dir in {0.1/1/0, 0.1/3/0, 5.9/1.5/180, 5.9/2.8/180, 3/3.9/270, 1.5/0.1/90} {
        \draw[->, red, thick] (\x,\y) -- +(\dir:0.6);
    }
    
    % Right container (compressed volume)
    \draw[thick] (7,0) rectangle (9,4);
    \node[above] at (8,4) {Small Volume};
    
    % Dense molecules
    \foreach \x/\y in {7.3/1.2, 7.8/3.1, 8.2/1.8, 8.6/2.5, 7.5/2.2, 8.4/0.8, 8.1/3.5} {
        \fill (\x,\y) circle (0.1);
    }
    
    % Frequent collision arrows
    \foreach \x/\y/\dir in {
        7.1/0.8/0, 7.1/1.5/0, 7.1/2.2/0, 7.1/3.2/0,
        8.9/1.2/180, 8.9/2.0/180, 8.9/2.8/180, 8.9/3.6/180,
        7.8/3.9/270, 8.2/3.9/270, 8.5/3.9/270,
        7.4/0.1/90, 8.0/0.1/90, 8.6/0.1/90
    } {
        \draw[->, red, thick] (\x,\y) -- +(\dir:0.6);
    }
    
    % Caption
    \node[below, align=center, text width=12cm] at (4.5,-1) 
        {Volume decrease $\rightarrow$ molecules strike walls more frequently $\rightarrow$ pressure increases.};
\end{tikzpicture}
```"
"A shows the pollen grain path as a squiggly, erratic line with sudden changes in direction, representing the random impacts.","```latex
\begin{tikzpicture}
    \draw (0,0) \foreach \i in {1,...,50} { -- ++({360*rnd}:0.2) };
\end{tikzpicture}
```"
"A tube inverted in a mercury dish. The mercury column inside the tube has height 74 cm above the dish's surface. Space above the mercury in the tube is a vacuum. The tube's total length is 100 cm, and the dish has 12 cm depth.","```latex
\begin{tikzpicture}[scale=0.1]
  % Dish container
  \draw (0,-12) rectangle (10,0);
  \fill[gray!30] (0,-12) rectangle (10,0);
  
  % Tube outline
  \draw (4.75,-1) -- (4.75,99); % Left wall
  \draw (5.25,-1) -- (5.25,99); % Right wall
  \draw (4.75,99) -- (5.25,99); % Top cap (closed end)
  
  % Mercury in tube
  \fill[gray!30] (4.75,-1) rectangle (5.25,74);
  
  % Labels
  \draw[<->] (5.5,0) -- (5.5,74) node[midway, right] {74 cm};
  \draw[<->] (11,0) -- (11,-12) node[midway, right] {12 cm};
  \draw[<->] (4.5,-1) -- (4.5,99) node[midway, left] {100 cm};
  \node at (5,86.5) {vacuum}; % Vacuum label (midpoint between 74 and 99)
\end{tikzpicture}
```"
"A vertical arrow labeled ""Height"" and a slanted arrow labeled ""Length"" along stairs. Only ""Height"" contributes to work done against gravity.","```latex
\documentclass[tikz,border=3.14mm]{standalone}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{tikzpicture}[scale=0.8, every node/.style={font=\footnotesize}]
    % Draw stairs
    \draw[thick] (0,0) -- (1,0) -- (1,1) -- (2,1) -- (2,2) -- (3,2) -- (3,3);
    
    % Draw vertical arrow (Height)
    \draw[-{Stealth[scale=1.2]}, red, line width=0.8pt] (0,0) -- (0,3) 
        node[midway, left=3pt] {Height};
    
    % Draw slanted arrow (Length) along stairs
    \draw[-{Stealth[scale=1.2]}, blue, line width=0.8pt] (0,0) -- (3,3) 
        node[midway, above=3pt, sloped] {Length};
\end{tikzpicture}
\end{document}
```

This TikZ code draws:
1. A staircase with three steps (black lines)
2. A vertical red arrow labeled ""Height"" from the base to the top of the stairs
3. A slanted blue arrow labeled ""Length"" along the incline of the stairs
4. Uses arrowheads from the arrows.meta library
5. Maintains the labels exactly as specified (""Height"" and ""Length"")
6. Uses appropriate colors (red for height, blue for length) and scaling for clarity
7. Compiles directly to produce the described physics diagram"
"Two upward forces on left/right, two downward forces symmetrically placed; arrows equal in length","```latex
\begin{tikzpicture}[>=Stealth]
    % Object line
    \draw[thick] (-2,0) -- (2,0);
    
    % Upward forces
    \draw[thick,->] (-1.5,0) -- ++(0,1) node[above] {};
    \draw[thick,->] (1.5,0) -- ++(0,1) node[above] {};
    
    % Downward forces
    \draw[thick,->] (-0.5,0) -- ++(0,-1) node[below] {};
    \draw[thick,->] (0.5,0) -- ++(0,-1) node[below] {};
\end{tikzpicture}
```"
Forces grouped asymmetrically; unequal lever arms,"```latex
\begin{tikzpicture}[>=latex, scale=0.8]
    % Draw lever bar
    \draw[ultra thick] (-5,0) -- (3,0);
    
    % Draw fulcrum
    \draw[fill=black] (0,0) circle (0.1);
    \node[below] at (0,-0.2) {Fulcrum};
    
    % Draw forces (asymmetric grouping)
    \draw[->, very thick, blue] (-4,0) -- (-4,-1.5) node[below] {$F_1$};
    \draw[->, very thick, blue] (-1.5,0) -- (-1.5,-1) node[below] {$F_2$};
    \draw[->, very thick, red] (2,0) -- (2,2) node[above] {$F_3$};
    
    % Draw lever arms (unequal distances)
    \draw[dashed] (0,0.2) -- (-4,0.2);
    \draw[dashed] (0,0.2) -- (-1.5,0.2);
    \draw[dashed] (0,0.2) -- (2,0.2);
    
    % Label lever arms
    \draw[<->] (0,0.4) -- (-4,0.4) node[midway,above] {$d_1$};
    \draw[<->] (0,0.7) -- (-1.5,0.7) node[midway,above] {$d_2$};
    \draw[<->] (0,0.4) -- (2,0.4) node[midway,above] {$d_3$};
    
    % Mark points
    \fill (-4,0) circle (0.08) node[above] {A};
    \fill (-1.5,0) circle (0.08) node[above] {B};
    \fill (2,0) circle (0.08) node[below] {C};
\end{tikzpicture}
```"
Forces clustered on one half; obvious rotational imbalance,"```latex
\begin{tikzpicture}
    % Draw the rod
    \draw[thick] (0,0) -- (4,0);
    % Draw the pivot (filled triangle)
    \fill[gray!50] (2,0) -- (1.5,-0.5) -- (2.5,-0.5) -- cycle;
    % Draw clustered forces (right half)
    \draw[-latex, thick] (2.5,0) -- (2.5,-1);
    \draw[-latex, thick] (3.0,0) -- (3.0,-1);
    \draw[-latex, thick] (3.5,0) -- (3.5,-1);
\end{tikzpicture}
```"
"A vertical spring attached to a fixed support. A metal mass hangs from its free end. Arrows show:  
- Downward arrow labeled ""Weight"" acting on the metal.  
- Upward arrow labeled ""Tension in spring"" acting on the metal.  
Both arrows are equal length, indicating balanced forces.","```latex
\begin{tikzpicture}[>=Latex]
    % Fixed support
    \draw[thick] (-1.5,0) -- (1.5,0);
    \foreach \x in {-1.25,-0.75,...,1.25} {
        \draw[thick] (\x,0) -- ++(0.25,-0.25);
    }
    
    % Spring
    \draw (0,0) to[spring, l={\,}, looseness=1.2] (0,-2);
    
    % Metal mass
    \draw[thick, fill=lightgray] (-0.75,-2.25) rectangle (0.75,-3.25);
    
    % Forces (balanced)
    \draw[->, thick, blue] (0,-2.75) -- (0,-3.75) node[midway, left=1mm] {Weight};
    \draw[->, thick, red] (0,-2.75) -- (0,-1.75) node[midway, left=1mm] {Tension in spring};
\end{tikzpicture}
```"
"Graph C – Moon line: shallow straight diagonal from origin. Earth line: steeper initial diagonal, curving to become horizontal later.","```latex
\begin{tikzpicture}
  \draw[->, thick] (0,0) -- (6,0) node[right] {Time};
  \draw[->, thick] (0,0) -- (0,4) node[above] {Distance};
  
  % Moon line: shallow straight diagonal from origin
  \draw[blue, thick] (0,0) -- (5.5,1.5) node[above right] {Moon};
  
  % Earth line: steeper initial diagonal, curving to horizontal
  \draw[red, thick] (0,0) .. controls (2,2.2) and (3.5,3) .. (5.5,3) 
    node[above] {Earth} -- (5.5,3);
  
  % Graph label
  \node[anchor=south] at (3,4) {Graph C};
\end{tikzpicture}
```"
"Four balls labeled A, B, C, D at different heights. D is highest, followed by C, then B, then A at the lowest. Arrows show all accelerating downward at the same rate.","```latex
\documentclass[tikz,border=3.14mm]{standalone}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{tikzpicture}[scale=0.8]
    % Define vertical positions
    \coordinate (D) at (0,4);
    \coordinate (C) at (0,3);
    \coordinate (B) at (0,2);
    \coordinate (A) at (0,1);

    % Draw balls with labels
    \foreach \point/\y in {A/1, B/2, C/3, D/4} {
        \fill[black] (0,\y) circle (0.2);
        \node[below] at (0,\y) {$\point$};
    }

    % Draw acceleration arrows
    \foreach \y in {1,2,3,4} {
        \draw[-{Latex[length=3mm,width=2mm]}, red, line width=1pt] (0.5,\y) -- (0.5,\y-1);
    }
    
    % Add acceleration labels
    \foreach \y in {1,2,3,4} {
        \node[red, right] at (0.7,\y-0.5) {$\vec{a}$};
    }
\end{tikzpicture}
\end{document}
```"
"Sketch of a measuring cylinder at two times. At t=0: oil level at 20 cm³. At t=60 s: oil level at 68 cm³. Arrow labeled ""Volume collected = 68 cm³ - 20 cm³ = 48 cm³"".","```latex
\begin{tikzpicture}[scale=0.7]
  % Cylinder outline
  \draw (0,0) rectangle (2,7);
  
  % Volume markings
  \draw (0,0) -- (-0.3,0) node[left] {0 cm³};
  \draw (0,1.5) -- (-0.3,1.5) node[left] {20 cm³};
  \draw (0,5.1) -- (-0.3,5.1) node[left] {68 cm³};
  
  % Oil levels with time labels
  \draw[thick] (0,1.5) -- (2,1.5) node[right] {t=0};
  \draw[thick] (0,5.1) -- (2,5.1) node[right] {t=60 s};
  
  % Volume collected arrow
  \draw[-Stealth, line width=1pt, red] (2.5,1.5) -- (2.5,5.1) 
    node[midway, right, text width=3.5cm, black] {Volume collected = 68 cm³ - 20 cm³ = 48 cm³};
\end{tikzpicture}
```"
